year,region,gear,country,species,catch_mton
2001,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,NA
2000,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,14
1999,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,1937
1998,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,2877
1997,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,1093
1996,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,2577
1995,CA170EEast,squid_jigging,Chinese_Taipei,neon_flying_squid,550
2020,CA170EEast,squid_jigging,Vanuatu,neon_flying_squid,0
2019,CA170EEast,squid_jigging,Vanuatu,neon_flying_squid,0
2020,CA170EWest,squid_jigging,Vanuatu,neon_flying_squid,0
2019,CA170EWest,squid_jigging,Vanuatu,neon_flying_squid,35
2020,NW,purse_seine,Japan,jpn_sardine,544788
2019,NW,purse_seine,Japan,jpn_sardine,461129
2018,NW,purse_seine,Japan,jpn_sardine,377274
2017,NW,purse_seine,Japan,jpn_sardine,394790
2016,NW,purse_seine,Japan,jpn_sardine,269652
2015,NW,purse_seine,Japan,jpn_sardine,209188
2014,NW,purse_seine,Japan,jpn_sardine,145459
2013,NW,purse_seine,Japan,jpn_sardine,113691
2012,NW,purse_seine,Japan,jpn_sardine,89728
2011,NW,purse_seine,Japan,jpn_sardine,118764
2010,NW,purse_seine,Japan,jpn_sardine,56378
2009,NW,purse_seine,Japan,jpn_sardine,39747
2008,NW,purse_seine,Japan,jpn_sardine,19917
2007,NW,purse_seine,Japan,jpn_sardine,56748
2006,NW,purse_seine,Japan,jpn_sardine,44872
2005,NW,purse_seine,Japan,jpn_sardine,13848
2004,NW,purse_seine,Japan,jpn_sardine,35975
2003,NW,purse_seine,Japan,jpn_sardine,40497
2002,NW,purse_seine,Japan,jpn_sardine,38599
2001,NW,purse_seine,Japan,jpn_sardine,151282
2000,NW,purse_seine,Japan,jpn_sardine,117483
1999,NW,purse_seine,Japan,jpn_sardine,272011
1998,NW,purse_seine,Japan,jpn_sardine,112842
1997,NW,purse_seine,Japan,jpn_sardine,214617
1996,NW,purse_seine,Japan,jpn_sardine,130182
1995,NW,purse_seine,Japan,jpn_sardine,224784
2020,NW,others,Japan,jpn_sardine,"55,222"
2019,NW,others,Japan,jpn_sardine,60281
2018,NW,others,Japan,jpn_sardine,74108
2017,NW,others,Japan,jpn_sardine,51028
2016,NW,others,Japan,jpn_sardine,46033
2015,NW,others,Japan,jpn_sardine,64676
2014,NW,others,Japan,jpn_sardine,40786
2013,NW,others,Japan,jpn_sardine,15822
2012,NW,others,Japan,jpn_sardine,11864
2011,NW,others,Japan,jpn_sardine,13090
2010,NW,others,Japan,jpn_sardine,8197
2009,NW,others,Japan,jpn_sardine,9499
2008,NW,others,Japan,jpn_sardine,6937
2007,NW,others,Japan,jpn_sardine,8328
2006,NW,others,Japan,jpn_sardine,4305
2005,NW,others,Japan,jpn_sardine,10975
2004,NW,others,Japan,jpn_sardine,12008
2003,NW,others,Japan,jpn_sardine,10464
2002,NW,others,Japan,jpn_sardine,10263
2001,NW,others,Japan,jpn_sardine,25413
2000,NW,others,Japan,jpn_sardine,21260
1999,NW,others,Japan,jpn_sardine,35846
1998,NW,others,Japan,jpn_sardine,28671
1997,NW,others,Japan,jpn_sardine,40532
1996,NW,others,Japan,jpn_sardine,50538
1995,NW,others,Japan,jpn_sardine,107365
2020,CA,purse_seine,China,jpn_sardine,85697.6
2019,CA,purse_seine,China,jpn_sardine,32172
2018,CA,purse_seine,China,jpn_sardine,25246.42
2017,CA,purse_seine,China,jpn_sardine,9177.74
2020,CA,pelagic_trawl,China,jpn_sardine,6980.9
2019,CA,pelagic_trawl,China,jpn_sardine,13814
2018,CA,pelagic_trawl,China,jpn_sardine,1082.74
2017,CA,pelagic_trawl,China,jpn_sardine,986
2020,NW,purse_seine,Russia,jpn_sardine,10745.663
2019,NW,purse_seine,Russia,jpn_sardine,8366.7
2018,NW,purse_seine,Russia,jpn_sardine,3116.8
2017,NW,purse_seine,Russia,jpn_sardine,2552.3
2016,NW,purse_seine,Russia,jpn_sardine,65.423
2020,NW,midwater_trawl,Russia,jpn_sardine,279358.94
2019,NW,midwater_trawl,Russia,jpn_sardine,124616.627
2018,NW,midwater_trawl,Russia,jpn_sardine,59754.676
2017,NW,midwater_trawl,Russia,jpn_sardine,13859.208
2016,NW,midwater_trawl,Russia,jpn_sardine,6608.615
2015,NW,midwater_trawl,Russia,jpn_sardine,13.465
2014,NW,midwater_trawl,Russia,jpn_sardine,1.417
2020,CA,midwater_trawl,Russia,jpn_sardine,2590.865
2019,CA,midwater_trawl,Russia,jpn_sardine,0
2018,CA,midwater_trawl,Russia,jpn_sardine,0
2017,CA,midwater_trawl,Russia,jpn_sardine,64.032
2016,CA,midwater_trawl,Russia,jpn_sardine,3.776
2015,CA,midwater_trawl,Russia,jpn_sardine,5.058
2014,CA,midwater_trawl,Russia,jpn_sardine,7.966
2020,NW,others,Russia,jpn_sardine,22786.771
2019,NW,others,Russia,jpn_sardine,28.094
2018,NW,others,Russia,jpn_sardine,13.848
2017,NW,others,Russia,jpn_sardine,33.656
2016,NW,others,Russia,jpn_sardine,2.149
2015,NW,others,Russia,jpn_sardine,3.5
2014,NW,others,Russia,jpn_sardine,0.121
2020,CA,others,Russia,jpn_sardine,8.989
2019,CA,others,Russia,jpn_sardine,0.198
2018,CA,others,Russia,jpn_sardine,2.028
2017,CA,others,Russia,jpn_sardine,15.406
2020,NW,purse_seine,Japan,chub_spotted_mackerel,"221,423"
2019,NW,purse_seine,Japan,chub_spotted_mackerel,256442
2018,NW,purse_seine,Japan,chub_spotted_mackerel,293210
2017,NW,purse_seine,Japan,chub_spotted_mackerel,308544
2016,NW,purse_seine,Japan,chub_spotted_mackerel,354690
2015,NW,purse_seine,Japan,chub_spotted_mackerel,331963
2014,NW,purse_seine,Japan,chub_spotted_mackerel,313489
2013,NW,purse_seine,Japan,chub_spotted_mackerel,206018
2012,NW,purse_seine,Japan,chub_spotted_mackerel,218785
2011,NW,purse_seine,Japan,chub_spotted_mackerel,165426
2010,NW,purse_seine,Japan,chub_spotted_mackerel,239567
2009,NW,purse_seine,Japan,chub_spotted_mackerel,222965
2008,NW,purse_seine,Japan,chub_spotted_mackerel,269667
2007,NW,purse_seine,Japan,chub_spotted_mackerel,219918
2006,NW,purse_seine,Japan,chub_spotted_mackerel,381616
2005,NW,purse_seine,Japan,chub_spotted_mackerel,334159
2004,NW,purse_seine,Japan,chub_spotted_mackerel,130464
2003,NW,purse_seine,Japan,chub_spotted_mackerel,119540
2002,NW,purse_seine,Japan,chub_spotted_mackerel,92811
2001,NW,purse_seine,Japan,chub_spotted_mackerel,165322
2000,NW,purse_seine,Japan,chub_spotted_mackerel,123590
1999,NW,purse_seine,Japan,chub_spotted_mackerel,101638
1998,NW,purse_seine,Japan,chub_spotted_mackerel,231226
1997,NW,purse_seine,Japan,chub_spotted_mackerel,419785
1996,NW,purse_seine,Japan,chub_spotted_mackerel,198303
1995,NW,purse_seine,Japan,chub_spotted_mackerel,121646
2020,NW,others,Japan,chub_spotted_mackerel,"50,858"
2019,NW,others,Japan,chub_spotted_mackerel,77616
2018,NW,others,Japan,chub_spotted_mackerel,45537
2017,NW,others,Japan,chub_spotted_mackerel,37465
2016,NW,others,Japan,chub_spotted_mackerel,48859
2015,NW,others,Japan,chub_spotted_mackerel,61234
2014,NW,others,Japan,chub_spotted_mackerel,65370
2013,NW,others,Japan,chub_spotted_mackerel,63430
2012,NW,others,Japan,chub_spotted_mackerel,63134
2011,NW,others,Japan,chub_spotted_mackerel,63758
2010,NW,others,Japan,chub_spotted_mackerel,98032
2009,NW,others,Japan,chub_spotted_mackerel,63438
2008,NW,others,Japan,chub_spotted_mackerel,88297
2007,NW,others,Japan,chub_spotted_mackerel,75591
2006,NW,others,Japan,chub_spotted_mackerel,111487
2005,NW,others,Japan,chub_spotted_mackerel,105103
2004,NW,others,Japan,chub_spotted_mackerel,87534
2003,NW,others,Japan,chub_spotted_mackerel,85515
2002,NW,others,Japan,chub_spotted_mackerel,45043
2001,NW,others,Japan,chub_spotted_mackerel,53235
2000,NW,others,Japan,chub_spotted_mackerel,67116
1999,NW,others,Japan,chub_spotted_mackerel,76741
1998,NW,others,Japan,chub_spotted_mackerel,55608
1997,NW,others,Japan,chub_spotted_mackerel,123152
1996,NW,others,Japan,chub_spotted_mackerel,129145
1995,NW,others,Japan,chub_spotted_mackerel,80016
2020,CA,bottom_trawl,Japan,chub_spotted_mackerel,0
2019,CA,bottom_trawl,Japan,chub_spotted_mackerel,0
2018,CA,bottom_trawl,Japan,chub_spotted_mackerel,0
2017,CA,bottom_trawl,Japan,chub_spotted_mackerel,0
2016,CA,bottom_trawl,Japan,chub_spotted_mackerel,9
2015,CA,bottom_trawl,Japan,chub_spotted_mackerel,42
2014,CA,bottom_trawl,Japan,chub_spotted_mackerel,1269
2013,CA,bottom_trawl,Japan,chub_spotted_mackerel,922
2012,CA,bottom_trawl,Japan,chub_spotted_mackerel,7
2011,CA,bottom_trawl,Japan,chub_spotted_mackerel,70
2010,CA,bottom_trawl,Japan,chub_spotted_mackerel,58
2009,CA,bottom_trawl,Japan,chub_spotted_mackerel,2
2020,CA,purse_seine,China,chub_spotted_mackerel,85121.9
2019,CA,purse_seine,China,chub_spotted_mackerel,53210
2018,CA,purse_seine,China,chub_spotted_mackerel,121471.89
2017,CA,purse_seine,China,chub_spotted_mackerel,145529
2016,CA,purse_seine,China,chub_spotted_mackerel,119641
2015,CA,purse_seine,China,chub_spotted_mackerel,127192.55
2020,NW,pelagic_trawl,China,chub_spotted_mackerel,0
2019,NW,pelagic_trawl,China,chub_spotted_mackerel,0
2018,NW,pelagic_trawl,China,chub_spotted_mackerel,0
2017,NW,pelagic_trawl,China,chub_spotted_mackerel,0
2016,NW,pelagic_trawl,China,chub_spotted_mackerel,0
2015,NW,pelagic_trawl,China,chub_spotted_mackerel,5114.38
2020,CA,pelagic_trawl,China,chub_spotted_mackerel,7334.4
2019,CA,pelagic_trawl,China,chub_spotted_mackerel,11236
2018,CA,pelagic_trawl,China,chub_spotted_mackerel,8975.06
2017,CA,pelagic_trawl,China,chub_spotted_mackerel,10045
2016,CA,pelagic_trawl,China,chub_spotted_mackerel,23353
2015,CA,pelagic_trawl,China,chub_spotted_mackerel,7653.8
2020,NW,bottom_trawl,Russia,chub_spotted_mackerel,119.573
2019,NW,bottom_trawl,Russia,chub_spotted_mackerel,1.278
2018,NW,bottom_trawl,Russia,chub_spotted_mackerel,6.853
2017,NW,bottom_trawl,Russia,chub_spotted_mackerel,0
2016,NW,bottom_trawl,Russia,chub_spotted_mackerel,25.562
2020,NW,purse_seine,Russia,chub_spotted_mackerel,30.983
2019,NW,purse_seine,Russia,chub_spotted_mackerel,127.4
2018,NW,purse_seine,Russia,chub_spotted_mackerel,48.7
2017,NW,purse_seine,Russia,chub_spotted_mackerel,368.56
2016,NW,purse_seine,Russia,chub_spotted_mackerel,2.123
2020,NW,midwater_trawl,Russia,chub_spotted_mackerel,80047.05
2019,NW,midwater_trawl,Russia,chub_spotted_mackerel,85396.031
2018,NW,midwater_trawl,Russia,chub_spotted_mackerel,98740.257
2017,NW,midwater_trawl,Russia,chub_spotted_mackerel,53114.892
2016,NW,midwater_trawl,Russia,chub_spotted_mackerel,9109.756
2015,NW,midwater_trawl,Russia,chub_spotted_mackerel,265.528
2014,NW,midwater_trawl,Russia,chub_spotted_mackerel,1.484
2020,CA,midwater_trawl,Russia,chub_spotted_mackerel,56.714
2019,CA,midwater_trawl,Russia,chub_spotted_mackerel,507.368
2018,CA,midwater_trawl,Russia,chub_spotted_mackerel,0
2017,CA,midwater_trawl,Russia,chub_spotted_mackerel,246.646
2016,CA,midwater_trawl,Russia,chub_spotted_mackerel,91.458
2015,CA,midwater_trawl,Russia,chub_spotted_mackerel,196.545
2014,CA,midwater_trawl,Russia,chub_spotted_mackerel,20.243
2020,NW,others,Russia,chub_spotted_mackerel,1127.991
2019,NW,others,Russia,chub_spotted_mackerel,559.819
2018,NW,others,Russia,chub_spotted_mackerel,5.024
2017,NW,others,Russia,chub_spotted_mackerel,36.814
2016,NW,others,Russia,chub_spotted_mackerel,13.563
2015,NW,others,Russia,chub_spotted_mackerel,4.042
2014,NW,others,Russia,chub_spotted_mackerel,22.817
2020,CA,others,Russia,chub_spotted_mackerel,1.68
2019,CA,others,Russia,chub_spotted_mackerel,0.482
2018,CA,others,Russia,chub_spotted_mackerel,11.353
2017,CA,others,Russia,chub_spotted_mackerel,24.817
